passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,7.0,20.0,3.0,1.0,3.0,2.0,10.0,8.0,10.0,1.0,9.0,2.0,9.0,7.0,0.0,Matches,367.0,358.0,4.0,0.0,3.0,3.0,14.0,1.0,1.0,1.0,0.0,0.0,230.0,5.0,13.0,3,0,0.0,31,16.0,10.0,14.0,2.0,7.0,0.0,1.0,0.0,38.0,30.0,46.0,39.5
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,7.0,20.0,3.0,1.0,3.0,2.0,10.0,8.0,10.0,1.0,9.0,2.0,9.0,7.0,0.0,Matches,367.0,358.0,4.0,0.0,3.0,3.0,14.0,1.0,1.0,1.0,0.0,0.0,230.0,5.0,13.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,7.0,20.0,3.0,1.0,3.0,2.0,10.0,8.0,10.0,1.0,9.0,2.0,9.0,7.0,0.0,Matches,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,3,0,0.0,31,16.0,10.0,14.0,2.0,7.0,0.0,1.0,0.0,38.0,30.0,46.0,39.5
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,7.0,20.0,3.0,1.0,3.0,2.0,10.0,8.0,10.0,1.0,9.0,2.0,9.0,7.0,0.0,Matches,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,367.0,358.0,4.0,0.0,3.0,3.0,14.0,1.0,1.0,1.0,0.0,0.0,230.0,5.0,13.0,3,0,0.0,31,16.0,10.0,14.0,2.0,7.0,0.0,1.0,0.0,38.0,30.0,46.0,39.5
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,367.0,358.0,4.0,0.0,3.0,3.0,14.0,1.0,1.0,1.0,0.0,0.0,230.0,5.0,13.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,3,0,0.0,31,16.0,10.0,14.0,2.0,7.0,0.0,1.0,0.0,38.0,30.0,46.0,39.5
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",79,John,,Guidetti,696,1992-04-15,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",151,right,J. Guidetti,7047,John Guidetti,John Guidetti,John Guidetti,se SWE,"FW,MF",Celta Vigo,25.0,1992.0,1.3,28.0,38.0,73.7,373.0,114.0,17.0,22.0,77.3,6.0,8.0,75.0,1.0,2.0,50.0,0,0.5,0.2,-0.5,2.0,3.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,0,0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",78,Jeffrey,,Gouweleeuw,2481,1991-07-10,188,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",159,right,J. Gouweleeuw,null,Jeffrey Gouweleeuw,Jeffrey Gouweleeuw,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,26.0,1991.0,26.5,915.0,1183.0,77.3,19085.0,8862.0,298.0,348.0,85.6,422.0,479.0,88.1,165.0,299.0,55.2,0,0.4,0.8,-0.4,7.0,106.0,10.0,0.0,108.0,57.0,65.9,36.0,18.0,3.0,27.0,41.0,14.0,36.0,10.0,26.0,54.0,111.0,128.0,0.0,Matches,1183.0,1126.0,52.0,47.0,1.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,915.0,5.0,15.0,4,0,0.0,31,8.0,5.0,3.0,54.0,44.0,0.0,0.0,0.0,143.0,58.0,56.0,50.9
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,"MF,FW",Benevento,25.0,1992.0,10.8,310.0,388.0,79.9,4715.0,1049.0,175.0,200.0,87.5,105.0,122.0,86.1,19.0,27.0,70.4,1,1.6,1.2,-0.6,9.0,25.0,8.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,22.0,55.6,11.0,8.0,3.0,5.0,9.0,4.0,7.0,1.0,6.0,9.0,31.0,5.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,388.0,371.0,13.0,2.0,7.0,2.0,9.0,4.0,6.0,4.0,2.0,0.0,310.0,4.0,14.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1,0,0.0,5,20.0,0.0,9.0,9.0,14.0,0.0,0.0,0.0,50.0,1.0,14.0,6.7
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",72,Filip,,\u0110uri\u010di\u0107,3219,1992-01-30,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",174,right,F. \u0110uri\u010di\u0107,null,Filip Đuričić,Filip Đuričić,Filip Đuričić,rs SRB,MF,Sampdoria,25.0,1992.0,0.1,6.0,10.0,60.0,60.0,8.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",70,Peter,,Pekar\u00edk,2457,1986-10-30,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Slovakia', 'id': '703', 'alpha3code': 'SVK', 'alpha2code': 'SK'}",32959,right,P. Pekar\u00edk,14496,Peter Pekarík,Peter Pekarík,Peter Pekarík,sk SVK,DF,Hertha BSC,30.0,1986.0,15.3,606.0,782.0,77.5,9971.0,4396.0,311.0,344.0,90.4,243.0,303.0,80.2,41.0,92.0,44.6,2,1.7,1.4,0.3,12.0,60.0,10.0,5.0,65.0,42.0,72.4,17.0,21.0,4.0,21.0,29.0,8.0,23.0,3.0,20.0,18.0,60.0,44.0,0.0,Matches,782.0,625.0,155.0,11.0,0.0,0.0,19.0,144.0,0.0,0.0,0.0,0.0,606.0,2.0,31.0,1,0,0.0,14,13.0,0.0,19.0,18.0,33.0,0.0,0.0,0.0,54.0,14.0,13.0,51.9
